Date,Year,Month,Day,Address,State,County,City,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,avgAQI
2000-01-01,2000,1,1,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.001941,0.004,8,4,0.652632,1.1,23,13.0,16.541667,26.0,21,37.0,28.041667,38.0,23,36,22.5
2000-01-02,2000,1,2,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.009588,0.012,11,11,0.833333,1.6,2,18.0,13.791667000000002,29.0,2,41.0,35.375,45.0,17,42,28.0
2000-01-03,2000,1,3,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.004235,0.016,23,15,0.383333,0.7,19,8.0,9.958333,19.0,6,27.0,32.875,41.0,0,39,22.25
2000-01-04,2000,1,4,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.009588,0.015,10,14,0.15,0.5,0,6.0,3.541667,12.0,22,17.0,22.125,41.0,21,39,19.0
2000-01-05,2000,1,5,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.016706,0.025,8,23,0.05,0.2,0,2.0,3.291667,5.0,19,7.0,15.958332999999998,23.0,18,22,13.5
2000-01-06,2000,1,6,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.008765,0.02,9,19,0.1708329999999999,0.4,23,5.0,6.666667,14.0,7,20.0,31.125,44.0,22,42,21.5
2000-01-07,2000,1,7,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.010706,0.017,21,16,0.475,0.9,9,10.0,13.416667000000002,27.0,7,39.0,34.458333,49.0,6,46,27.75
2000-01-08,2000,1,8,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.003,0.009,10,8,0.222222,0.6,21,7.0,9.875,22.0,23,31.0,25.5,37.0,20,35,20.25
2000-01-09,2000,1,9,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.003235,0.008,7,7,0.516667,0.7,22,8.0,14.541667000000002,22.0,9,31.0,33.375,45.0,13,42,22.0
2000-01-10,2000,1,10,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.008706,0.016,11,15,0.358333,0.7,0,8.0,6.4583330000000005,13.0,1,19.0,28.25,36.0,0,34,19.0
2000-01-11,2000,1,11,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.010412,0.015,8,14,0.2375,0.3,8,3.0,6.125,10.0,5,14.0,28.333333000000003,40.0,17,38,17.25
2000-01-12,2000,1,12,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.0023,0.004,14,4,0.347059,0.7,22,8.0,5.8,10.0,19,14.0,23.909091,41.0,17,39,16.25
2000-01-13,2000,1,13,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.017353,0.024,22,22,0.554167,0.7,0,8.0,4.9583330000000005,9.0,0,13.0,22.208333,36.0,0,34,19.25
2000-01-14,2000,1,14,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.022588,0.027,8,25,0.3625,0.4,0,5.0,3.208333,6.0,22,9.0,13.958332999999998,19.0,7,18,14.25
2000-01-15,2000,1,15,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.008118,0.017,23,16,0.508333,0.9,20,10.0,10.166667,17.0,14,24.0,30.25,46.0,16,43,23.25
2000-01-16,2000,1,16,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.020294,0.031,23,29,0.520833,0.8,0,9.0,6.5,17.0,14,24.0,18.333333,29.0,0,27,22.25
2000-01-17,2000,1,17,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.021529,0.027,7,25,0.325,0.5,0,6.0,3.666667,8.0,16,11.0,13.333332999999998,23.0,18,22,16.0
2000-01-18,2000,1,18,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.008353,0.017,8,16,0.329167,0.5,18,6.0,15.583332999999998,36.0,21,51.0,24.458333,37.0,18,35,27.0
2000-01-19,2000,1,19,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.008176,0.016,9,15,0.558333,0.8,23,9.0,22.541667,44.0,8,61.0,33.666667,45.0,22,42,31.75
2000-01-20,2000,1,20,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.012118,0.014,12,13,0.779167,1.0,3,11.0,16.916667,37.0,4,52.0,33.583333,50.0,2,47,30.75
2000-01-21,2000,1,21,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.024353,0.026,9,24,0.508333,0.6,0,7.0,8.916667,14.0,0,20.0,16.208333,29.0,0,27,19.5
2000-01-22,2000,1,22,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.014294,0.027,8,25,0.304167,0.4,0,5.0,8.416667,17.0,19,24.0,20.458333,35.0,21,33,21.75
2000-01-23,2000,1,23,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.010364,0.013,16,12,0.6444439999999999,0.8,9,9.0,17.222222,42.0,7,59.0,32.263158000000004,43.0,3,41,30.25
2000-01-24,2000,1,24,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.005647,0.014,23,13,0.791667,1.4,20,16.0,19.291667,29.0,13,41.0,34.125,42.0,19,40,27.5
2000-01-25,2000,1,25,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.021118,0.026,8,24,0.65,1.3,0,15.0,5.291667,10.0,0,14.0,11.708333,27.0,0,25,19.5
2000-01-26,2000,1,26,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.017,0.023,9,21,0.616667,0.7,12,8.0,5.875,9.0,1,13.0,19.708333,29.0,17,27,17.25
2000-01-27,2000,1,27,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.022059,0.024,8,22,0.533333,0.6,0,7.0,4.8333330000000005,7.0,7,10.0,16.0,25.0,7,24,15.75
2000-01-28,2000,1,28,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.019,0.026,7,24,0.4375,0.5,0,6.0,5.666667,8.0,14,11.0,19.583333,30.0,23,28,17.25
2000-01-29,2000,1,29,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.009882,0.023,8,21,0.591667,0.8,20,9.0,13.25,28.0,19,40.0,32.666667,48.0,19,45,28.75
2000-01-30,2000,1,30,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.010357,0.021,22,19,0.8272729999999999,0.9,8,10.0,30.380952,77.0,9,101.0,49.52381,63.0,12,61,47.75
2000-01-31,2000,1,31,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.003941,0.008,8,7,0.5428569999999999,0.6,21,7.0,22.583333,39.0,10,55.0,28.541667,38.0,6,36,26.25
2000-02-01,2000,2,1,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.012059,0.02,23,19,0.516667,0.6,0,7.0,22.25,38.0,10,54.0,33.5,42.0,19,40,30.0
2000-02-02,2000,2,2,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.020941,0.027,9,25,0.395833,0.5,0,6.0,5.4583330000000005,10.0,6,14.0,19.791667,32.0,18,30,18.75
2000-02-03,2000,2,3,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.004824,0.008,8,7,0.641667,0.9,12,10.0,18.166667,48.0,9,66.0,38.375,51.0,9,48,32.75
2000-02-04,2000,2,4,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.002471,0.005,7,5,0.7,1.2,23,14.0,21.541667,28.0,23,40.0,36.916667,43.0,23,41,25.0
2000-02-05,2000,2,5,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.015765,0.027,8,25,0.795833,1.4,2,16.0,15.791667000000002,32.0,2,46.0,31.416667,46.0,2,43,32.5
2000-02-06,2000,2,6,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.009357,0.025,10,23,0.516667,0.8,22,9.0,12.681818,25.0,19,36.0,32.736842,49.0,19,46,28.5
2000-02-07,2000,2,7,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.022765,0.03,21,28,0.716667,0.8,0,9.0,14.666667000000002,30.0,10,43.0,28.541667,47.0,0,44,31.0
2000-02-08,2000,2,8,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.009235,0.023,7,21,0.691667,1.0,19,11.0,6.5833330000000005,21.0,15,30.0,26.166667,53.0,15,50,28.0
2000-02-09,2000,2,9,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.005059,0.013,9,12,1.025,1.2,12,14.0,16.708333,33.0,23,47.0,44.916667,56.0,18,53,31.5
2000-02-10,2000,2,10,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.007059,0.015,8,14,1.216667,1.5,7,17.0,20.958333,42.0,0,59.0,43.5,58.0,7,55,36.25
2000-02-11,2000,2,11,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.012765,0.024,21,22,1.166667,1.5,15,17.0,11.125,29.0,14,41.0,34.291667,56.0,14,53,33.25
2000-02-12,2000,2,12,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.013353,0.029,9,27,0.8,1.5,23,17.0,6.5,21.0,22,30.0,23.041667,48.0,23,45,29.75
2000-02-13,2000,2,13,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.016,0.029,9,27,1.2294120000000002,1.8,2,20.0,11.7,23.0,6,33.0,31.904762,46.0,0,43,30.75
2000-02-14,2000,2,14,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.008529,0.019,23,18,0.933333,1.2,20,14.0,6.75,18.0,19,26.0,29.375,38.0,6,36,23.5
2000-02-15,2000,2,15,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.014235,0.032,9,30,0.795833,1.1,0,13.0,6.416667,16.0,23,23.0,24.75,51.0,20,48,28.5
2000-02-16,2000,2,16,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.013118,0.027,23,25,1.116667,1.5,6,17.0,14.333332999999998,31.0,1,44.0,36.375,54.0,2,51,34.25
2000-02-17,2000,2,17,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.015588,0.031,8,29,0.741667,1.1,23,13.0,5.3333330000000005,18.0,22,26.0,20.5,47.0,22,44,28.0
2000-02-18,2000,2,18,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.0195,0.024,18,22,0.88,1.3,1,15.0,6.590909,16.0,0,23.0,30.166667,46.0,0,43,25.75
2000-02-19,2000,2,19,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.009706,0.017,8,16,0.366667,0.5,19,6.0,7.458333,14.0,7,20.0,24.583333,36.0,18,34,19.0
2000-02-20,2000,2,20,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.021765,0.035,9,32,0.4,0.5,0,6.0,8.541667,18.0,21,26.0,25.041667,39.0,18,37,25.25
2000-02-21,2000,2,21,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.014765,0.033,9,31,0.4375,0.7,22,8.0,10.416667,26.0,22,37.0,33.958333,58.0,22,55,32.75
2000-02-22,2000,2,22,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.0118819999999999,0.023,9,21,0.883333,1.4,8,16.0,18.045455,37.0,8,52.0,46.454545,60.0,2,57,36.5
2000-02-23,2000,2,23,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.009706,0.024,9,22,0.741667,1.1,9,13.0,14.0,40.0,7,56.0,47.208333,62.0,8,60,37.75
2000-02-24,2000,2,24,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.001941,0.005,7,5,1.008333,1.2,11,14.0,16.208333,27.0,5,39.0,50.583333,59.0,13,56,28.5
2000-02-25,2000,2,25,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.021235,0.028,23,26,0.625,1.0,0,11.0,6.291667,11.0,0,16.0,27.916667,53.0,0,50,25.75
2000-02-26,2000,2,26,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.010353,0.024,7,22,0.291667,0.4,18,5.0,5.916667,12.0,20,17.0,18.458333,30.0,20,28,18.0
2000-02-27,2000,2,27,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.024059,0.027,19,25,0.475,0.6,8,7.0,3.916667,8.0,8,11.0,24.625,35.0,2,33,19.0
2000-02-28,2000,2,28,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.023176,0.028,10,26,0.3,0.4,12,5.0,3.041667,6.0,7,9.0,16.291667,28.0,7,26,16.5
2000-02-29,2000,2,29,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.016941,0.032,10,30,0.275,0.5,23,6.0,3.875,8.0,22,11.0,21.458333,46.0,22,43,22.5
2000-03-01,2000,3,1,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.009706,0.02,9,19,0.475,0.6,22,7.0,5.666667,9.0,3,13.0,33.458333,44.0,19,42,20.25
2000-03-02,2000,3,2,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.023353,0.028,21,26,0.425,0.7,2,8.0,4.4583330000000005,11.0,2,16.0,21.166667,42.0,2,40,22.5
2000-03-03,2000,3,3,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.030059,0.034,10,31,0.283333,0.3,0,3.0,2.958333,4.0,6,6.0,14.0,24.0,18,23,15.75
2000-03-04,2000,3,4,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.020294,0.035,9,32,0.325,0.5,23,6.0,4.9583330000000005,11.0,23,16.0,21.375,46.0,23,43,24.25
2000-03-05,2000,3,5,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.02775,0.029,12,27,0.488235,0.7,4,8.0,6.35,17.0,4,24.0,25.105263,52.0,1,49,27.0
2000-03-06,2000,3,6,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.022588,0.038,9,35,0.345833,0.4,7,5.0,3.458333,10.0,6,14.0,22.5,41.0,22,39,23.25
2000-03-07,2000,3,7,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.007176,0.018,8,17,0.791667,1.4,23,16.0,15.166667000000002,42.0,7,59.0,46.416667,66.0,7,64,39.0
2000-03-08,2000,3,8,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.014235,0.025,11,23,0.95,1.5,1,17.0,9.125,17.0,0,24.0,38.125,50.0,0,47,27.75
2000-03-09,2000,3,9,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.009059,0.018,21,17,0.8875,1.3,16,15.0,7.041667,18.0,11,26.0,47.791667,82.0,12,81,34.75
2000-03-10,2000,3,10,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.022647,0.028,20,26,0.4625,0.9,0,10.0,2.291667,6.0,0,9.0,17.958333,38.0,0,36,20.25
2000-03-11,2000,3,11,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.018529,0.022,13,20,0.379167,0.4,0,5.0,1.791667,3.0,4,4.0,17.375,26.0,9,25,13.5
2000-03-12,2000,3,12,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.026889,0.028,18,26,0.45,0.6,15,7.0,3.318182,10.0,10,14.0,17.789474,25.0,6,24,17.75
2000-03-13,2000,3,13,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.016353,0.034,9,31,0.4,0.7,23,8.0,5.291667,12.0,23,17.0,25.125,48.0,21,45,25.25
2000-03-14,2000,3,14,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.024529,0.034,10,31,0.7,1.0,3,11.0,7.416666999999999,20.0,4,29.0,30.708333000000003,45.0,0,42,28.25
2000-03-15,2000,3,15,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.022706,0.035,13,32,0.616667,0.9,11,10.0,7.375,16.0,8,23.0,38.958333,52.0,6,49,28.5
2000-03-16,2000,3,16,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.008647,0.015,23,14,0.75,0.9,9,10.0,8.0,16.0,7,23.0,48.791667,59.0,17,56,25.75
2000-03-17,2000,3,17,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.032769,0.033,11,31,0.488889,0.8,0,9.0,2.0,3.0,9,4.0,16.333333,37.0,0,35,19.75
2000-03-18,2000,3,18,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.018882,0.036,8,33,0.304167,0.5,22,6.0,3.291667,7.0,22,10.0,15.25,43.0,22,41,22.5
2000-03-19,2000,3,19,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.019882,0.034,8,31,0.466667,0.6,1,7.0,5.809524,10.0,3,14.0,25.958333,46.0,21,43,23.75
2000-03-20,2000,3,20,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.023706,0.032,8,30,0.45,0.6,0,7.0,3.708333,8.0,0,11.0,23.125,44.0,0,42,22.5
2000-03-21,2000,3,21,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.022824,0.028,23,26,0.341667,0.4,0,5.0,3.541667,6.0,7,9.0,11.708333,19.0,15,18,14.5
2000-03-22,2000,3,22,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.011588,0.027,8,25,0.366667,0.8,23,9.0,3.708333,9.0,21,13.0,18.958333,44.0,23,42,22.25
2000-03-23,2000,3,23,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.007294,0.02,7,19,0.766667,1.5,23,17.0,9.541667,17.0,23,24.0,42.333333,66.0,20,64,31.0
2000-03-24,2000,3,24,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.017235,0.036,8,33,0.858333,1.8,2,20.0,6.8333330000000005,21.0,0,30.0,39.791667,63.0,1,61,36.0
2000-03-25,2000,3,25,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.023235,0.042,10,39,0.625,0.8,1,9.0,7.916666999999999,20.0,8,29.0,39.416667,66.0,21,64,35.25
2000-03-26,2000,3,26,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.019182,0.029,13,27,0.746667,1.1,3,13.0,5.722222,13.0,3,19.0,30.238095,56.0,0,53,28.0
2000-03-31,2000,3,31,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.018471,0.033,10,31,0.347368,0.4,7,5.0,4.75,15.0,6,21.0,21.791667,40.0,6,38,23.75
2000-04-01,2000,4,1,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.021529,0.035,10,32,0.566667,0.9,6,10.0,8.416667,15.0,6,21.0,33.416667,53.0,21,50,28.25
2000-04-02,2000,4,2,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.022455,0.03,7,28,0.5,0.5,0,6.0,6.0454550000000005,13.0,5,19.0,31.2,47.0,18,44,24.25
2000-04-03,2000,4,3,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.014176,0.026,23,24,0.65,0.9,10,10.0,5.875,11.0,4,16.0,33.291667,42.0,8,40,22.5
2000-04-04,2000,4,4,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.024333,0.027,21,25,0.422222,0.5,0,6.0,2.125,4.0,6,6.0,14.625,34.0,6,32,17.25
2000-04-05,2000,4,5,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.014882,0.029,9,27,0.325,0.5,23,6.0,4.291667,11.0,23,16.0,20.125,44.0,23,42,22.75
2000-04-06,2000,4,6,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.025941,0.028,8,26,0.666667,1.0,6,11.0,10.625,27.0,3,39.0,33.083333,49.0,4,46,30.5
2000-04-07,2000,4,7,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.034706,0.046,21,43,0.404167,0.5,12,6.0,3.958333,9.0,5,13.0,24.708333,40.0,5,38,25.0
2000-04-08,2000,4,8,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.041765,0.053,8,49,0.35,0.4,0,5.0,2.166667,4.0,5,6.0,13.166667000000002,24.0,5,23,20.75
2000-04-09,2000,4,9,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.027214,0.034,10,31,0.3,0.3,0,3.0,3.25,6.0,19,9.0,14.0,32.0,19,30,18.25
2000-04-10,2000,4,10,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.025647,0.033,10,31,0.354167,0.5,9,6.0,5.625,15.0,6,21.0,20.541667,40.0,5,38,24.0
2000-04-11,2000,4,11,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.012118,0.017,12,16,0.408333,0.5,10,6.0,3.791667,7.0,5,10.0,27.958333000000003,41.0,3,39,17.75
2000-04-12,2000,4,12,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.031588,0.037,10,34,0.3875,0.5,5,6.0,3.958333,13.0,6,19.0,19.875,38.0,4,36,23.75
2000-04-13,2000,4,13,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.024353,0.036,8,33,0.3,0.3,0,3.0,3.708333,8.0,5,11.0,20.0,39.0,23,37,21.0
2000-04-14,2000,4,14,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.025118,0.043,9,40,0.475,0.8,8,9.0,5.916667,22.0,5,31.0,30.916667,57.0,5,54,33.5
2000-04-15,2000,4,15,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.003471,0.006,7,6,0.733333,0.8,8,9.0,4.416667,9.0,4,13.0,38.208333,52.0,0,49,19.25
2000-04-16,2000,4,16,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.0229,0.027,20,25,0.553333,0.7,0,8.0,2.611111,5.0,9,7.0,23.111111,46.0,18,43,20.75
2000-04-17,2000,4,17,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.027118,0.038,21,35,0.45,0.6,0,7.0,1.75,3.0,5,4.0,15.916667000000002,26.0,17,25,17.75
2000-04-18,2000,4,18,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.032667,0.033,21,31,0.307692,0.4,0,5.0,2.222222,3.0,5,4.0,7.0,13.0,7,12,13.0
2000-04-19,2000,4,19,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.031588,0.036,8,33,0.375,0.4,9,5.0,1.75,5.0,21,7.0,11.791667,18.0,18,17,15.5
2000-04-20,2000,4,20,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.026875,0.036,21,33,0.45,0.6,17,7.0,2.75,4.0,5,6.0,22.708333,33.0,14,31,19.25
2000-04-21,2000,4,21,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.03425,0.038,19,35,0.344444,0.4,0,5.0,1.333333,2.0,0,3.0,12.333333,21.0,5,20,15.75
2000-04-22,2000,4,22,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.0201,0.024,21,22,0.358333,0.4,10,5.0,1.791667,2.0,4,3.0,16.041667,27.0,18,25,13.75
2000-04-23,2000,4,23,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.016118,0.021,7,19,0.3625,0.4,0,5.0,2.458333,4.0,6,6.0,15.375,21.0,20,20,12.5
2000-04-24,2000,4,24,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.035118,0.047,10,44,0.391667,0.5,21,6.0,2.666667,7.0,6,10.0,20.916667,42.0,19,40,25.0
2000-04-25,2000,4,25,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.032647,0.036,7,33,0.358333,0.5,0,6.0,2.5,8.0,22,11.0,13.208332999999998,26.0,18,25,18.75
2000-04-26,2000,4,26,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.028529,0.03,19,28,0.304167,0.4,0,5.0,1.875,4.0,19,6.0,9.541667,20.0,18,19,14.5
2000-04-27,2000,4,27,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.007412,0.015,7,14,0.466667,0.6,12,7.0,5.25,19.0,11,27.0,28.666667,48.0,11,45,23.25
2000-04-28,2000,4,28,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.011824,0.022,10,20,0.608333,0.8,23,9.0,7.217391,13.0,11,19.0,39.541667,62.0,22,60,27.0
2000-04-29,2000,4,29,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.019308,0.041,11,38,0.7944439999999999,1.1,2,13.0,5.666667,11.0,6,16.0,41.157895,60.0,0,57,31.0
2000-04-30,2000,4,30,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.036647,0.048,12,44,0.445833,0.7,0,8.0,2.75,12.0,3,17.0,21.05,54.0,3,51,30.0
2000-05-01,2000,5,1,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.033,0.042,14,39,0.475,0.8,8,9.0,5.75,29.0,5,41.0,28.708333000000003,57.0,6,54,35.75
2000-05-02,2000,5,2,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.025412,0.044,10,41,0.5375,0.7,8,8.0,3.625,10.0,6,14.0,32.208333,61.0,7,58,30.25
2000-05-03,2000,5,3,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.039647,0.053,10,49,0.461111,0.6,0,7.0,2.5,5.0,6,7.0,22.666667,50.0,0,47,27.5
2000-05-04,2000,5,4,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.033647,0.047,9,44,0.416667,0.5,0,6.0,2.333333,7.0,5,10.0,23.333333,46.0,5,43,25.75
2000-05-05,2000,5,5,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.019647,0.037,10,34,0.645833,0.9,12,10.0,8.041667,26.0,9,37.0,43.208333,74.0,19,72,38.25
2000-05-06,2000,5,6,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.048647,0.077,10,122,1.029167,1.9,5,22.0,5.541667,14.0,4,20.0,39.875,70.0,21,68,58.0
2000-05-07,2000,5,7,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.046118,0.073,10,108,0.595833,0.7,0,8.0,4.454545,16.0,8,23.0,24.833333,58.0,9,55,48.5
2000-05-08,2000,5,8,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.032235,0.059,10,64,0.875,1.3,9,15.0,8.625,20.0,8,29.0,51.958333,86.0,8,85,48.25
2000-05-09,2000,5,9,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.046118,0.07,10,100,0.695833,0.9,0,10.0,7.416666999999999,14.0,6,20.0,44.954545,85.0,20,84,53.5
2000-05-10,2000,5,10,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.018,0.023,8,21,0.241667,0.5,0,6.0,1.833333,5.0,3,7.0,19.875,40.0,1,38,18.0
2000-05-11,2000,5,11,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.026294,0.042,11,39,0.1333329999999999,0.2,2,2.0,3.291667,9.0,23,13.0,21.125,39.0,23,37,22.75
2000-05-12,2000,5,12,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.028133,0.042,9,39,0.408333,0.5,7,6.0,2.909091,6.0,0,9.0,27.777778,50.0,1,47,25.25
2000-05-13,2000,5,13,56TH AVE AT SPRINGFIELD BLVD,New York,Queens,New York,0.027471,0.036,11,33,0.433333,0.5,0,6.0,1.75,3.0,10,4.0,15.666667000000002,36.0,23,34,19.25
